dispatching_base_number,date,active_vehicles,trips
B02617,2016-09-18,149,730
B02617,2016-09-19,151,813
B02512,2016-09-20,195,1168
B02512,2016-09-21,227,1270
B02512,2016-09-22,237,1012
B02512,2016-09-23,217,1543
B02512,2016-09-24,205,1563
B02512,2016-09-25,184,1736
B02512,2016-09-26,187,1829
B02598,2016-09-20,143,830
B02598,2016-09-21,150,891
B02598,2016-09-22,163,943
B02598,2016-09-23,177,955
B02598,2016-09-24,198,1051
B02598,2016-09-25,205,1166
B02598,2016-09-26,215,1278
B02617,2016-09-20,107,471
B02617,2016-09-21,109,535
B02617,2016-09-22,125,575
B02617,2016-09-23,136,608
B02617,2016-09-24,147,663
B02617,2016-09-25,156,795
B02617,2016-09-26,167,755
B02512,2016-09-27,184,1122
B02512,2016-09-28,216,1250
B02512,2016-09-29,228,977
B02512,2016-09-30,215,1547
B02512,2016-10-01,190,1596
B02512,2016-10-02,189,1731
B02512,2016-10-03,193,1836
B02598,2016-09-27,141,808
B02598,2016-09-28,165,919
B02598,2016-09-29,165,929
B02598,2016-09-30,189,1048
B02598,2016-10-01,196,1089
B02598,2016-10-02,198,1208
B02598,2016-10-03,213,1293
B02617,2016-09-27,93,534
B02617,2016-09-28,107,557
B02617,2016-09-29,110,619
B02617,2016-09-30,123,654
B02617,2016-10-01,144,725
B02617,2016-10-02,144,799
B02617,2016-10-03,153,837
B02512,2016-10-04,198,1083
B02512,2016-10-05,215,1202
B02512,2016-10-06,227,1034
B02512,2016-10-07,201,1520
B02512,2016-10-08,193,1573
B02512,2016-10-09,173,1654
B02512,2016-10-10,193,1779
B02598,2016-10-04,149,806
B02598,2016-10-05,155,853
B02598,2016-10-06,174,944
B02598,2016-10-07,172,1043
B02598,2016-10-08,186,1098
B02598,2016-10-09,195,1178
B02598,2016-10-10,201,1262
B02617,2016-10-04,92,535
B02617,2016-10-05,108,503
B02617,2016-10-06,118,563
B02617,2016-10-07,135,613
B02617,2016-10-08,145,728
B02617,2016-10-09,146,730
B02617,2016-10-10,160,812
B02512,2016-10-11,191,1120
B02512,2016-10-12,228,1279
B02512,2016-10-13,239,1047
B02512,2016-10-14,215,1451
B02512,2016-10-15,195,1556
B02512,2016-10-16,185,1745
B02512,2016-10-17,195,1752
B02598,2016-10-11,144,828
B02598,2016-10-12,161,857
B02598,2016-10-13,178,955
B02598,2016-10-14,172,995
B02598,2016-10-15,191,1050
B02598,2016-10-16,208,1216
B02598,2016-10-17,211,1322
B02617,2016-10-11,98,500
B02617,2016-10-12,109,539
B02617,2016-10-13,121,577
B02617,2016-10-14,132,607
B02617,2016-10-15,138,733
B02617,2016-10-16,150,719
B02617,2016-10-17,157,764
B02512,2016-10-18,191,1138
B02512,2016-10-19,217,1251
B02512,2016-10-20,223,961
B02512,2016-10-21,206,1450
B02512,2016-10-22,191,1571
B02512,2016-10-23,183,1690
B02512,2016-10-24,190,1786
B02598,2016-10-18,149,831
B02598,2016-10-19,169,949
B02598,2016-10-20,176,911
B02598,2016-10-21,175,978
B02598,2016-10-22,193,1076
B02598,2016-10-23,198,1224
B02598,2016-10-24,200,1273
B02617,2016-10-18,109,545
B02617,2016-10-19,108,517
B02617,2016-10-20,115,631
B02617,2016-10-21,124,607
B02617,2016-10-22,148,745
B02617,2016-10-23,141,746
B02617,2016-10-24,159,778
B02512,2016-10-25,189,1159
B02512,2016-10-26,216,1236
B02512,2016-10-27,222,998
B02512,2016-10-28,213,1502
B02512,2016-10-29,204,1579
B02512,2016-10-30,173,1712
B02512,2016-10-31,199,1794
B02598,2016-10-25,155,847
B02598,2016-10-26,159,897
B02598,2016-10-27,171,950
B02598,2016-10-28,171,966
B02598,2016-10-29,185,1078
B02598,2016-10-30,200,1200
B02598,2016-10-31,218,1302
B02617,2016-10-25,91,538
B02617,2016-10-26,101,568
B02617,2016-10-27,128,602
B02617,2016-10-28,135,696
B02617,2016-10-29,136,691
B02617,2016-10-30,152,703
B02617,2016-10-31,164,832
B02512,2016-11-01,194,1094
B02512,2016-11-02,230,1267
B02512,2016-11-03,233,1002
B02512,2016-11-04,201,1503
B02512,2016-11-05,208,1564
B02512,2016-11-06,182,1651
B02512,2016-11-07,192,1773
B02598,2016-11-01,159,771
B02598,2016-11-02,163,900
B02598,2016-11-03,177,933
B02598,2016-11-04,173,986
B02598,2016-11-05,190,1140
B02598,2016-11-06,199,1194
B02598,2016-11-07,208,1270
B02617,2016-11-01,108,508
B02617,2016-11-02,102,575
B02617,2016-11-03,114,575
B02617,2016-11-04,127,689
B02617,2016-11-05,137,686
B02617,2016-11-06,155,743
B02617,2016-11-07,157,783
B02512,2016-11-08,185,1176
B02512,2016-11-09,226,1238
B02512,2016-11-10,220,991
B02512,2016-11-11,213,1523
B02512,2016-11-12,208,1637
B02512,2016-11-13,175,1661
B02512,2016-11-14,198,1799
B02598,2016-11-08,152,829
B02598,2016-11-09,155,934
B02598,2016-11-10,168,927
B02598,2016-11-11,174,976
B02598,2016-11-12,197,1123
B02598,2016-11-13,203,1163
B02598,2016-11-14,215,1328
B02617,2016-11-08,97,505
B02617,2016-11-09,116,564
B02617,2016-11-10,110,622
B02617,2016-11-11,135,619
B02617,2016-11-12,138,666
B02617,2016-11-13,148,702
B02617,2016-11-14,165,795
B02512,2016-11-15,188,1160
B02512,2016-11-16,234,1236
B02512,2016-11-17,238,956
B02512,2016-11-18,209,1528
B02512,2016-11-19,190,1647
B02512,2016-11-20,178,1723
B02512,2016-11-21,193,1755
B02598,2016-11-15,158,771
B02598,2016-11-16,157,862
B02598,2016-11-17,160,935
B02598,2016-11-18,186,984
B02598,2016-11-19,188,1114
B02598,2016-11-20,192,1152
B02598,2016-11-21,207,1348
B02617,2016-11-15,105,513
B02617,2016-11-16,113,532
B02617,2016-11-17,125,607
B02617,2016-11-18,130,639
B02617,2016-11-19,143,678
B02617,2016-11-20,143,718
B02617,2016-11-21,151,767
B02512,2016-11-22,182,1120
B02512,2016-11-23,222,1182
B02512,2016-11-24,229,994
B02512,2016-11-25,209,1487
B02512,2016-11-26,207,1576
B02512,2016-11-27,184,1703
B02512,2016-11-28,195,1763
B02598,2016-11-22,157,759
B02598,2016-11-23,165,914
B02598,2016-11-24,178,936
B02598,2016-11-25,188,1039
B02598,2016-11-26,183,1089
B02598,2016-11-27,205,1164
B02598,2016-11-28,215,1303
B02617,2016-11-22,103,547
B02617,2016-11-23,118,501
B02617,2016-11-24,124,597
B02617,2016-11-25,122,670
B02617,2016-11-26,130,696
B02617,2016-11-27,149,702
B02617,2016-11-28,160,805
B02512,2016-11-29,180,1171
B02512,2016-11-30,225,1264
B02512,2016-12-01,237,964
B02512,2016-12-02,202,1491
B02512,2016-12-03,192,1597
B02512,2016-12-04,184,1691
B02512,2016-12-05,196,1771
B02598,2016-11-29,156,821
B02598,2016-11-30,152,869
B02598,2016-12-01,167,945
B02598,2016-12-02,181,963
B02598,2016-12-03,180,1139
B02598,2016-12-04,206,1245
B02598,2016-12-05,215,1329
B02617,2016-11-29,93,454
B02617,2016-11-30,115,552
B02617,2016-12-01,110,594
B02617,2016-12-02,129,637
B02617,2016-12-03,138,667
B02617,2016-12-04,154,752
B02617,2016-12-05,155,774
B02512,2016-12-06,199,1147
B02512,2016-12-07,232,1273
B02512,2016-12-08,237,958
B02512,2016-12-09,203,1454
B02512,2016-12-10,209,1571
B02512,2016-12-11,185,1737
B02512,2016-12-12,183,1768
B02598,2016-12-06,141,755
B02598,2016-12-07,168,948
B02598,2016-12-08,174,935
B02598,2016-12-09,177,1034
B02598,2016-12-10,186,1113
B02598,2016-12-11,204,1191
B02598,2016-12-12,219,1339
B02617,2016-12-06,103,464
B02617,2016-12-07,117,536
B02617,2016-12-08,129,551
B02617,2016-12-09,128,634
B02617,2016-12-10,144,653
B02617,2016-12-11,155,781
B02617,2016-12-12,152,801
B02512,2016-12-13,192,1171
B02512,2016-12-14,217,1269
B02512,2016-12-15,236,1038
B02512,2016-12-16,202,1489
B02512,2016-12-17,197,1624
B02512,2016-12-18,179,1696
B02512,2016-12-19,181,1834
B02598,2016-12-13,157,775
B02598,2016-12-14,156,890
B02598,2016-12-15,178,930
B02598,2016-12-16,171,1035
B02598,2016-12-17,193,1107
B02598,2016-12-18,206,1199
B02598,2016-12-19,218,1292
B02617,2016-12-13,105,486
B02617,2016-12-14,115,559
B02617,2016-12-15,122,631
B02617,2016-12-16,131,683
B02617,2016-12-17,134,723
B02617,2016-12-18,144,709
B02617,2016-12-19,156,841
B02512,2016-12-20,191,1110
B02512,2016-12-21,232,1218
B02512,2016-12-22,234,1007
B02512,2016-12-23,217,1547
B02512,2016-12-24,190,1575
B02512,2016-12-25,172,1748
B02512,2016-12-26,197,1791
B02598,2016-12-20,155,790
B02598,2016-12-21,150,903
B02598,2016-12-22,168,981
B02598,2016-12-23,171,1033
B02598,2016-12-24,186,1079
B02598,2016-12-25,209,1211
B02598,2016-12-26,217,1335
B02617,2016-12-20,106,517
B02617,2016-12-21,118,567
B02617,2016-12-22,116,641
B02617,2016-12-23,122,651
B02617,2016-12-24,139,701
B02617,2016-12-25,152,772
B02617,2016-12-26,154,842
B02512,2016-12-27,195,1136
B02512,2016-12-28,223,1182
B02512,2016-12-29,238,1034
B02512,2016-12-30,216,1452
B02512,2016-12-31,203,1631
B02512,2017-01-01,173,1652
B02512,2017-01-02,180,1834
B02598,2016-12-27,140,751
B02598,2016-12-28,156,874
B02598,2016-12-29,171,998
B02598,2016-12-30,174,957
B02598,2016-12-31,181,1096
B02598,2017-01-01,207,1178
B02598,2017-01-02,202,1260
B02617,2016-12-27,93,463
B02617,2016-12-28,105,584
B02617,2016-12-29,129,649
B02617,2016-12-30,124,685
B02617,2016-12-31,138,710
B02617,2017-01-01,144,786
B02617,2017-01-02,166,761
B02512,2017-01-03,191,1138
B02512,2017-01-04,231,1212
B02512,2017-01-05,237,972
B02512,2017-01-06,200,1515
B02512,2017-01-07,203,1579
B02512,2017-01-08,181,1663
B02512,2017-01-09,192,1843
B02598,2017-01-03,152,750
B02598,2017-01-04,150,880
B02598,2017-01-05,167,940
B02598,2017-01-06,171,1020
B02598,2017-01-07,188,1118
B02598,2017-01-08,202,1238
B02598,2017-01-09,216,1337
B02617,2017-01-03,106,548
B02617,2017-01-04,117,583
B02617,2017-01-05,123,579
B02617,2017-01-06,133,618
B02617,2017-01-07,149,682
B02617,2017-01-08,149,752
B02617,2017-01-09,165,753
B02512,2017-01-10,196,1147
B02512,2017-01-11,222,1228
B02512,2017-01-12,234,1032
B02512,2017-01-13,216,1483
B02512,2017-01-14,202,1626
B02512,2017-01-15,178,1700
B02512,2017-01-16,198,1819
B02598,2017-01-10,154,750
B02598,2017-01-11,153,938
B02598,2017-01-12,176,966
B02598,2017-01-13,185,956
B02598,2017-01-14,183,1079
B02598,2017-01-15,191,1160
B02598,2017-01-16,215,1338
B02617,2017-01-10,109,483
B02617,2017-01-11,113,542
B02617,2017-01-12,111,577
B02617,2017-01-13,122,697
B02617,2017-01-14,131,674
B02617,2017-01-15,154,725
B02617,2017-01-16,155,797
B02512,2017-01-17,195,1179
B02512,2017-01-18,227,1255
B02512,2017-01-19,224,964
B02512,2017-01-20,218,1498
B02512,2017-01-21,197,1565
B02512,2017-01-22,170,1699
B02512,2017-01-23,183,1797
B02598,2017-01-17,141,845
B02598,2017-01-18,168,855
B02598,2017-01-19,174,929
B02598,2017-01-20,182,1029
B02598,2017-01-21,192,1084
B02598,2017-01-22,191,1196
B02598,2017-01-23,200,1336
B02617,2017-01-17,98,521
B02617,2017-01-18,101,513
B02617,2017-01-19,112,561
B02617,2017-01-20,122,665
B02617,2017-01-21,149,659
B02617,2017-01-22,140,702
B02617,2017-01-23,162,765
B02512,2017-01-24,187,1155
B02512,2017-01-25,221,1210
B02512,2017-01-26,228,972
B02512,2017-01-27,215,1511
B02512,2017-01-28,207,1563
B02512,2017-01-29,187,1701
B02512,2017-01-30,184,1830
B02598,2017-01-24,142,830
B02598,2017-01-25,161,941
B02598,2017-01-26,175,925
B02598,2017-01-27,178,995
B02598,2017-01-28,181,1070
B02598,2017-01-29,196,1159
B02598,2017-01-30,213,1285
B02617,2017-01-24,109,485
B02617,2017-01-25,103,553
B02617,2017-01-26,126,612
B02617,2017-01-27,123,648
B02617,2017-01-28,136,722
B02617,2017-01-29,142,723
B02617,2017-01-30,162,794
B02512,2017-01-31,189,1105
B02512,2017-02-01,234,1273
B02512,2017-02-02,222,957
B02512,2017-02-03,217,1542
B02512,2017-02-04,208,1634
B02512,2017-02-05,177,1722
B02512,2017-02-06,194,1846
B02598,2017-01-31,146,785
B02598,2017-02-01,169,909
B02598,2017-02-02,176,947
B02598,2017-02-03,189,981
B02598,2017-02-04,191,1112
B02598,2017-02-05,190,1178
B02598,2017-02-06,219,1258
B02617,2017-01-31,90,450
B02617,2017-02-01,112,563
B02617,2017-02-02,128,560
B02617,2017-02-03,121,635
B02617,2017-02-04,143,742
B02617,2017-02-05,146,729
B02617,2017-02-06,150,847
B02512,2017-02-07,191,1123
B02512,2017-02-08,217,1223
B02512,2017-02-09,229,1027
B02512,2017-02-10,219,1472
B02512,2017-02-11,198,1601
B02512,2017-02-12,170,1700
B02512,2017-02-13,197,1770
B02598,2017-02-07,154,794
B02598,2017-02-08,157,916
B02598,2017-02-09,163,970
B02598,2017-02-10,180,981
B02598,2017-02-11,193,1054
B02598,2017-02-12,194,1223
B02598,2017-02-13,212,1322
B02617,2017-02-07,96,535
B02617,2017-02-08,104,590
B02617,2017-02-09,114,590
B02617,2017-02-10,124,685
B02617,2017-02-11,148,734
B02617,2017-02-12,151,752
B02617,2017-02-13,152,763
B02512,2017-02-14,182,1125
B02512,2017-02-15,215,1190
B02512,2017-02-16,233,1020
B02512,2017-02-17,217,1477
B02512,2017-02-18,197,1561
B02512,2017-02-19,170,1725
B02512,2017-02-20,192,1779
B02598,2017-02-14,141,775
B02598,2017-02-15,155,867
B02598,2017-02-16,167,989
B02598,2017-02-17,184,959
B02598,2017-02-18,184,1099
B02598,2017-02-19,205,1218
B02598,2017-02-20,200,1333
B02617,2017-02-14,105,457
B02617,2017-02-15,107,582
B02617,2017-02-16,118,583
B02617,2017-02-17,126,684
B02617,2017-02-18,149,741
B02617,2017-02-19,144,772
B02617,2017-02-20,155,776
B02512,2017-02-21,199,1164
B02512,2017-02-22,229,1197
B02512,2017-02-23,239,1013
B02512,2017-02-24,219,1530
B02512,2017-02-25,202,1583
B02512,2017-02-26,170,1663
B02512,2017-02-27,191,1756
B02598,2017-02-21,141,847
B02598,2017-02-22,153,878
B02598,2017-02-23,172,996
B02598,2017-02-24,188,989
B02598,2017-02-25,182,1148
B02598,2017-02-26,191,1223
B02598,2017-02-27,209,1288
B02617,2017-02-21,101,496
B02617,2017-02-22,103,597
B02617,2017-02-23,126,600
B02617,2017-02-24,125,623
B02617,2017-02-25,139,671
B02617,2017-02-26,154,746
B02617,2017-02-27,165,822
B02512,2017-02-28,184,1113
B02512,2017-03-01,218,1250
B02512,2017-03-02,237,1028
B02512,2017-03-03,207,1460
B02512,2017-03-04,190,1604
B02512,2017-03-05,182,1664
B02512,2017-03-06,196,1829
B02598,2017-02-28,154,781
B02598,2017-03-01,166,856
B02598,2017-03-02,179,956
B02598,2017-03-03,187,1006
B02598,2017-03-04,183,1074
B02598,2017-03-05,195,1239
B02598,2017-03-06,204,1258
B02617,2017-02-28,104,493
B02617,2017-03-01,102,549
B02617,2017-03-02,113,570
B02617,2017-03-03,136,606
B02617,2017-03-04,130,689
B02617,2017-03-05,157,727
B02617,2017-03-06,158,772
B02512,2017-03-07,193,1144
B02512,2017-03-08,233,1268
B02512,2017-03-09,223,994
B02512,2017-03-10,201,1511
B02512,2017-03-11,208,1601
B02512,2017-03-12,186,1742
B02512,2017-03-13,192,1774
B02598,2017-03-07,156,793
B02598,2017-03-08,165,908
B02598,2017-03-09,176,920
B02598,2017-03-10,185,1038
B02598,2017-03-11,198,1062
B02598,2017-03-12,196,1220
B02598,2017-03-13,211,1329
B02617,2017-03-07,91,521
B02617,2017-03-08,117,548
B02617,2017-03-09,118,640
B02617,2017-03-10,124,632
B02617,2017-03-11,146,701
B02617,2017-03-12,153,784
B02617,2017-03-13,168,773
B02512,2017-03-14,184,1125
B02512,2017-03-15,234,1244
B02512,2017-03-16,232,959
B02512,2017-03-17,206,1519
B02512,2017-03-18,194,1569
B02512,2017-03-19,181,1680
B02512,2017-03-20,199,1767
B02598,2017-03-14,147,816
B02598,2017-03-15,169,948
B02598,2017-03-16,173,952
B02598,2017-03-17,189,1006
B02598,2017-03-18,182,1079
B02598,2017-03-19,193,1194
B02598,2017-03-20,207,1293
B02617,2017-03-14,105,485
B02617,2017-03-15,116,555
B02617,2017-03-16,129,596
B02617,2017-03-17,136,662
B02617,2017-03-18,135,685
B02617,2017-03-19,146,758
B02617,2017-03-20,166,793
B02512,2017-03-21,181,1181
B02512,2017-03-22,222,1218
B02512,2017-03-23,233,1014
B02512,2017-03-24,217,1549
B02512,2017-03-25,198,1627
B02512,2017-03-26,181,1728
B02512,2017-03-27,184,1840
B02598,2017-03-21,141,847
B02598,2017-03-22,156,880
B02598,2017-03-23,172,982
B02598,2017-03-24,170,974
B02598,2017-03-25,190,1104
B02598,2017-03-26,193,1223
B02598,2017-03-27,211,1284
B02617,2017-03-21,105,459
B02617,2017-03-22,113,581
B02617,2017-03-23,115,578
B02617,2017-03-24,131,610
B02617,2017-03-25,135,727
B02617,2017-03-26,150,776
B02617,2017-03-27,165,793
B02512,2017-03-28,184,1154
B02512,2017-03-29,225,1242
B02512,2017-03-30,224,994
B02512,2017-03-31,218,1469
B02512,2017-04-01,200,1596
B02512,2017-04-02,174,1666
B02512,2017-04-03,188,1759
B02598,2017-03-28,147,844
B02598,2017-03-29,152,862
B02598,2017-03-30,173,920
B02598,2017-03-31,189,999
B02598,2017-04-01,190,1146
B02598,2017-04-02,193,1249
B02598,2017-04-03,202,1291
B02617,2017-03-28,109,475
B02617,2017-03-29,101,541
B02617,2017-03-30,129,598
B02617,2017-03-31,131,654
B02617,2017-04-01,149,650
B02617,2017-04-02,144,715
B02617,2017-04-03,164,756
B02512,2017-04-04,195,1083
B02512,2017-04-05,227,1233
B02512,2017-04-06,239,1040
B02512,2017-04-07,201,1540
B02512,2017-04-08,206,1576
B02512,2017-04-09,185,1748
B02512,2017-04-10,180,1800
B02598,2017-04-04,147,792
B02598,2017-04-05,166,910
B02598,2017-04-06,173,983
B02598,2017-04-07,185,1028
B02598,2017-04-08,191,1138
B02598,2017-04-09,209,1182
B02598,2017-04-10,200,1272
B02617,2017-04-04,101,511
B02617,2017-04-05,108,575
B02617,2017-04-06,125,623
B02617,2017-04-07,121,649
B02617,2017-04-08,147,722
B02617,2017-04-09,159,704
B02617,2017-04-10,166,766
B02512,2017-04-11,189,1169
B02512,2017-04-12,231,1237
B02512,2017-04-13,234,1017
B02512,2017-04-14,219,1450
B02512,2017-04-15,204,1625
B02512,2017-04-16,177,1717
B02512,2017-04-17,187,1756
B02598,2017-04-11,149,819
B02598,2017-04-12,163,895
B02598,2017-04-13,177,970
B02598,2017-04-14,180,961
B02598,2017-04-15,190,1133
B02598,2017-04-16,190,1171
B02598,2017-04-17,215,1299
B02617,2017-04-11,103,510
B02617,2017-04-12,117,538
B02617,2017-04-13,125,583
B02617,2017-04-14,127,692
B02617,2017-04-15,142,677
B02617,2017-04-16,143,759
B02617,2017-04-17,161,773
B02512,2017-04-18,198,1130
B02512,2017-04-19,217,1243
B02512,2017-04-20,236,1044
B02512,2017-04-21,204,1517
B02512,2017-04-22,200,1559
B02512,2017-04-23,181,1675
B02512,2017-04-24,193,1761
B02598,2017-04-18,146,802
B02598,2017-04-19,158,935
B02598,2017-04-20,171,968
B02598,2017-04-21,175,1035
B02598,2017-04-22,196,1077
B02598,2017-04-23,201,1187
B02598,2017-04-24,219,1260
B02617,2017-04-18,94,493
B02617,2017-04-19,104,551
B02617,2017-04-20,112,624
B02617,2017-04-21,137,677
B02617,2017-04-22,138,669
B02617,2017-04-23,157,723
B02617,2017-04-24,165,801
B02512,2017-04-25,186,1115
B02512,2017-04-26,217,1235
B02512,2017-04-27,228,1013
B02512,2017-04-28,200,1454
B02512,2017-04-29,206,1564
B02512,2017-04-30,188,1722
B02512,2017-05-01,182,1837
B02598,2017-04-25,159,846
B02598,2017-04-26,157,856
B02598,2017-04-27,164,973
B02598,2017-04-28,184,989
B02598,2017-04-29,184,1140
B02598,2017-04-30,191,1235
B02598,2017-05-01,217,1349
B02617,2017-04-25,103,508
B02617,2017-04-26,107,556
B02617,2017-04-27,119,587
B02617,2017-04-28,127,625
B02617,2017-04-29,147,690
B02617,2017-04-30,143,757
B02617,2017-05-01,168,836
B02512,2017-05-02,191,1106
B02512,2017-05-03,227,1227
B02512,2017-05-04,220,1043
B02512,2017-05-05,210,1510
B02512,2017-05-06,208,1596
B02512,2017-05-07,171,1695
B02512,2017-05-08,188,1793
B02598,2017-05-02,157,791
B02598,2017-05-03,165,868
B02598,2017-05-04,169,911
B02598,2017-05-05,181,957
B02598,2017-05-06,196,1141
B02598,2017-05-07,202,1221
B02598,2017-05-08,218,1269
B02617,2017-05-02,100,528
B02617,2017-05-03,103,561
B02617,2017-05-04,128,630
B02617,2017-05-05,127,635
B02617,2017-05-06,148,708
B02617,2017-05-07,159,719
B02617,2017-05-08,153,787
B02512,2017-05-09,190,1129
B02512,2017-05-10,224,1201
B02512,2017-05-11,220,969
B02512,2017-05-12,207,1481
B02512,2017-05-13,200,1628
B02512,2017-05-14,182,1723
B02512,2017-05-15,185,1785
B02598,2017-05-09,152,822
B02598,2017-05-10,161,863
B02598,2017-05-11,174,922
B02598,2017-05-12,176,1033
B02598,2017-05-13,198,1070
B02598,2017-05-14,191,1244
B02598,2017-05-15,209,1259
B02617,2017-05-09,106,538
B02617,2017-05-10,110,527
B02617,2017-05-11,122,648
B02617,2017-05-12,127,658
B02617,2017-05-13,134,691
B02617,2017-05-14,156,726
B02617,2017-05-15,154,822
B02512,2017-05-16,191,1168
B02512,2017-05-17,221,1205
B02512,2017-05-18,231,1049
B02512,2017-05-19,215,1535
B02512,2017-05-20,205,1599
B02512,2017-05-21,174,1659
B02512,2017-05-22,181,1779
B02598,2017-05-16,157,813
B02598,2017-05-17,151,857
B02598,2017-05-18,164,900
B02598,2017-05-19,172,979
B02598,2017-05-20,185,1102
B02598,2017-05-21,204,1204
B02598,2017-05-22,212,1313
B02617,2017-05-16,105,521
B02617,2017-05-17,105,577
B02617,2017-05-18,121,591
B02617,2017-05-19,124,613
B02617,2017-05-20,136,659
B02617,2017-05-21,159,755
B02617,2017-05-22,161,783
B02512,2017-05-23,197,1169
B02512,2017-05-24,231,1256
B02512,2017-05-25,233,955
B02512,2017-05-26,203,1529
B02512,2017-05-27,192,1610
B02512,2017-05-28,172,1727
B02512,2017-05-29,182,1751
B02598,2017-05-23,150,764
B02598,2017-05-24,161,888
B02598,2017-05-25,163,902
B02598,2017-05-26,170,1036
B02598,2017-05-27,181,1124
B02598,2017-05-28,191,1242
B02598,2017-05-29,211,1260
B02617,2017-05-23,92,455
B02617,2017-05-24,102,548
B02617,2017-05-25,120,588
B02617,2017-05-26,128,618
B02617,2017-05-27,131,681
B02617,2017-05-28,150,706
B02617,2017-05-29,168,804
B02512,2017-05-30,193,1153
B02512,2017-05-31,230,1270
B02512,2017-06-01,236,1037
B02512,2017-06-02,219,1472
B02512,2017-06-03,207,1637
B02512,2017-06-04,189,1734
B02512,2017-06-05,190,1824
B02598,2017-05-30,156,777
B02598,2017-05-31,151,919
B02598,2017-06-01,169,946
B02598,2017-06-02,181,1002
B02598,2017-06-03,199,1112
B02598,2017-06-04,194,1206
B02598,2017-06-05,215,1343
B02617,2017-05-30,90,546
B02617,2017-05-31,114,529
B02617,2017-06-01,112,560
B02617,2017-06-02,125,672
B02617,2017-06-03,148,712
B02617,2017-06-04,141,701
B02617,2017-06-05,163,767
B02512,2017-06-06,185,1162
B02512,2017-06-07,230,1202
B02512,2017-06-08,234,1044
B02512,2017-06-09,208,1520
B02512,2017-06-10,198,1643
B02512,2017-06-11,180,1697
B02512,2017-06-12,199,1771
B02598,2017-06-06,158,771
B02598,2017-06-07,155,913
B02598,2017-06-08,167,953
B02598,2017-06-09,188,966
B02598,2017-06-10,196,1060
B02598,2017-06-11,193,1238
B02598,2017-06-12,210,1345
B02617,2017-06-06,92,505
B02617,2017-06-07,100,527
B02617,2017-06-08,127,567
B02617,2017-06-09,122,629
B02617,2017-06-10,140,725
B02617,2017-06-11,148,763
B02617,2017-06-12,158,820
B02512,2017-06-13,196,1100
B02512,2017-06-14,223,1227
B02512,2017-06-15,220,1044
B02512,2017-06-16,211,1468
B02512,2017-06-17,203,1634
B02512,2017-06-18,185,1689
B02512,2017-06-19,193,1837
B02598,2017-06-13,149,784
B02598,2017-06-14,156,934
B02598,2017-06-15,175,946
B02598,2017-06-16,185,980
B02598,2017-06-17,184,1136
B02598,2017-06-18,208,1203
B02598,2017-06-19,213,1304
B02617,2017-06-13,100,543
B02617,2017-06-14,110,509
B02617,2017-06-15,117,604
B02617,2017-06-16,138,620
B02617,2017-06-17,145,717
B02617,2017-06-18,158,766
B02617,2017-06-19,151,784
B02512,2017-06-20,187,1100
B02512,2017-06-21,234,1223
B02512,2017-06-22,235,1023
B02512,2017-06-23,201,1522
B02512,2017-06-24,198,1565
B02512,2017-06-25,185,1726
B02512,2017-06-26,188,1818
B02598,2017-06-20,151,836
B02598,2017-06-21,161,851
B02598,2017-06-22,161,997
B02598,2017-06-23,178,996
B02598,2017-06-24,182,1144
B02598,2017-06-25,200,1173
B02598,2017-06-26,200,1272
B02617,2017-06-20,105,468
B02617,2017-06-21,118,510
B02617,2017-06-22,111,560
B02617,2017-06-23,133,695
B02617,2017-06-24,140,739
B02617,2017-06-25,151,755
B02617,2017-06-26,155,846
B02512,2017-06-27,188,1105
B02512,2017-06-28,234,1257
B02512,2017-06-29,234,1042
B02512,2017-06-30,211,1476
B02512,2017-07-01,201,1585
B02512,2017-07-02,178,1748
B02512,2017-07-03,198,1846
B02598,2017-06-27,156,814
B02598,2017-06-28,153,903
B02598,2017-06-29,169,968
B02598,2017-06-30,175,1036
B02598,2017-07-01,195,1059
B02598,2017-07-02,197,1175
B02598,2017-07-03,202,1298
B02617,2017-06-27,107,497
B02617,2017-06-28,101,509
B02617,2017-06-29,126,598
B02617,2017-06-30,122,663
B02617,2017-07-01,130,687
B02617,2017-07-02,140,730
B02617,2017-07-03,154,821
B02512,2017-07-04,184,1119
B02512,2017-07-05,229,1259
B02512,2017-07-06,239,1014
B02512,2017-07-07,209,1469
B02512,2017-07-08,205,1572
B02512,2017-07-09,177,1680
B02512,2017-07-10,197,1795
B02598,2017-07-04,152,754
B02598,2017-07-05,158,876
B02598,2017-07-06,175,937
B02598,2017-07-07,180,1040
B02598,2017-07-08,187,1115
B02598,2017-07-09,202,1152
B02598,2017-07-10,210,1255
B02617,2017-07-04,108,514
B02617,2017-07-05,103,533
B02617,2017-07-06,120,645
B02617,2017-07-07,121,661
B02617,2017-07-08,144,725
B02617,2017-07-09,156,736
B02617,2017-07-10,151,785
B02512,2017-07-11,196,1168
B02512,2017-07-12,216,1269
B02512,2017-07-13,225,971
B02512,2017-07-14,215,1486
B02512,2017-07-15,196,1601
B02512,2017-07-16,188,1667
B02512,2017-07-17,183,1819
B02598,2017-07-11,142,786
B02598,2017-07-12,165,921
B02598,2017-07-13,163,981
B02598,2017-07-14,174,955
B02598,2017-07-15,195,1116
B02598,2017-07-16,192,1195
B02598,2017-07-17,216,1327
B02617,2017-07-11,107,499
B02617,2017-07-12,115,521
B02617,2017-07-13,128,571
B02617,2017-07-14,125,657
B02617,2017-07-15,132,669
